841.571971,0000017c,8,12,5e,00,00,00,00,00,00,R
841.572187,00000309,8,09,b2,00,00,00,00,00,00,R
841.572396,00000170,8,bc,00,00,00,00,00,00,00,R
841.572607,0000014a,8,00,00,00,77,35,27,3c,a6,R
841.577748,00000309,8,09,ae,00,00,00,00,00,00,R
841.577964,0000014a,8,00,00,00,77,34,f1,a0,e0,R
841.578173,00000170,8,b2,00,00,00,00,00,00,00,R
841.578392,0000017c,8,16,cb,00,00,00,00,00,00,R
841.583586,0000014a,8,00,00,00,77,35,74,6f,b4,R
841.583802,00000309,8,09,b2,00,00,00,00,00,00,R
841.584013,00000170,8,b0,00,00,00,00,00,00,00,R
841.584231,0000017c,8,12,42,00,00,00,00,00,00,R
841.589965,00000309,8,09,ad,00,00,00,00,00,00,R
841.590187,0000017c,8,17,23,00,00,00,00,00,00,R
841.590397,00000170,8,71,00,00,00,00,00,00,00,R
841.590607,0000014a,8,00,00,00,77,34,e5,40,70,R
841.595657,00000309,8,09,b2,00,00,00,00,00,00,R
841.595869,00000170,8,25,00,00,00,00,00,00,00,R
841.596080,0000014a,8,00,00,00,77,35,57,91,fc,R
841.596298,0000017c,8,13,01,00,00,00,00,00,00,R
841.601601,0000014a,8,00,00,00,77,34,ea,cf,e2,R
841.601812,00000170,8,fe,00,00,00,00,00,00,00,R
841.602025,00000309,8,09,ac,00,00,00,00,00,00,R
841.602250,0000017c,8,18,49,00,00,00,00,00,00,R
841.607551,00000170,8,8f,00,00,00,00,00,00,00,R
841.607805,00000309,8,09,b0,00,00,00,00,00,00,R
841.608045,0000017c,8,14,7e,00,00,00,00,00,00,R
841.608278,0000014a,8,00,00,00,77,34,c3,c6,6c,R
841.613807,00000170,8,89,00,00,00,00,00,00,00,R
841.614032,0000014a,8,00,00,00,77,35,2a,18,2a,R
841.614246,00000309,8,09,aa,00,00,00,00,00,00,R
841.614464,0000017c,8,1a,1b,00,00,00,00,00,00,R
841.619784,00000309,8,09,ae,00,00,00,00,00,00,R
841.620000,0000014a,8,00,00,00,77,34,a8,e5,2c,R
841.620220,0000017c,8,16,93,00,00,00,00,00,00,R
841.620429,00000170,8,14,00,00,00,00,00,00,00,R
841.625692,00000170,8,58,00,00,00,00,00,00,00,R
841.625920,00000309,8,09,a8,00,00,00,00,00,00,R
841.626141,0000017c,8,1c,71,00,00,00,00,00,00,R
841.626351,0000014a,8,00,00,00,77,34,86,44,4c,R
841.631590,0000017c,8,19,15,00,00,00,00,00,00,R
841.631804,00000170,8,84,00,00,00,00,00,00,00,R
841.632017,0000014a,8,00,00,00,77,34,f1,22,08,R
841.632227,00000309,8,09,ab,00,00,00,00,00,00,R
841.637588,00000309,8,09,a5,00,00,00,00,00,00,R
841.637804,0000014a,8,00,00,00,77,34,e0,28,22,R
841.638014,00000170,8,9b,00,00,00,00,00,00,00,R
841.638234,0000017c,8,1f,1c,00,00,00,00,00,00,R
841.643568,0000014a,8,00,00,00,77,9c,7a,40,8a,R
841.643791,0000017c,8,1b,d6,00,00,00,00,00,00,R
841.644001,00000309,8,09,a9,00,00,00,00,00,00,R
841.644210,00000170,8,ea,00,00,00,00,00,00,00,R
841.649417,0000014a,8,00,00,00,77,55,9c,a8,b8,R
841.649640,0000017c,8,21,ee,00,00,00,00,00,00,R
841.649850,00000309,8,09,a3,00,00,00,00,00,00,R
841.650059,00000170,8,ab,00,00,00,00,00,00,00,R
841.655627,0000014a,8,00,00,00,77,54,db,a0,50,R
841.655849,0000017c,8,1e,a6,00,00,00,00,00,00,R
841.656059,00000309,8,09,a6,00,00,00,00,00,00,R
841.656269,00000170,8,bd,00,00,00,00,00,00,00,R
841.661698,0000017c,8,24,b7,00,00,00,00,00,00,R
841.661913,00000309,8,09,a0,00,00,00,00,00,00,R
841.662124,00000170,8,56,00,00,00,00,00,00,00,R
841.662335,0000014a,8,00,00,00,77,54,84,97,70,R
841.667567,0000014a,8,00,00,00,77,53,5f,92,a4,R
841.667780,00000170,8,d0,00,00,00,00,00,00,00,R
841.667994,00000309,8,09,a3,00,00,00,00,00,00,R
841.668214,0000017c,8,21,59,00,00,00,00,00,00,R
841.674264,00000326,8,00,00,00,00,00,00,00,00,R
841.674488,0000037b,8,00,00,00,00,00,00,00,00,R
841.674698,00000170,8,1e,00,00,00,00,00,00,00,R
841.674914,00000374,8,00,00,00,00,00,00,00,00,R
841.675133,0000017c,8,27,4c,00,00,00,00,00,00,R
841.675343,0000014a,8,00,00,00,77,52,86,57,54,R
841.675553,000001a3,8,00,00,00,00,00,00,00,00,R
841.675762,00000309,8,09,9d,00,00,00,00,00,00,R
841.675974,000001a4,8,00,67,00,00,00,00,00,00,R
841.676182,0000018f,8,00,00,f3,00,00,00,00,00,R
841.680072,0000014a,8,00,00,00,77,52,0f,be,f2,R
841.680288,00000309,8,09,a1,00,00,00,00,00,00,R
841.680498,00000170,8,d9,00,00,00,00,00,00,00,R
841.680717,0000017c,8,23,c6,00,00,00,00,00,00,R
841.686346,0000017c,8,29,8a,00,00,00,00,00,00,R
841.686561,00000170,8,b5,00,00,00,00,00,00,00,R
841.686774,0000014a,8,00,00,00,77,51,51,42,76,R
841.686986,00000309,8,09,9b,00,00,00,00,00,00,R
841.691939,00000170,8,19,00,00,00,00,00,00,00,R
841.692169,0000017c,8,25,cc,00,00,00,00,00,00,R
841.692413,0000014a,8,00,00,00,77,53,73,1a,18,R
841.692633,00000309,8,09,9f,00,00,00,00,00,00,R
841.697687,0000017c,8,2b,52,00,00,00,00,00,00,R
841.697901,00000170,8,fc,00,00,00,00,00,00,00,R
841.698115,00000309,8,09,9a,00,00,00,00,00,00,R
841.698325,0000014a,8,00,00,00,77,4d,5b,20,f0,R
841.703562,0000014a,8,00,00,00,77,51,cd,80,6e,R
841.703787,0000017c,8,27,51,00,00,00,00,00,00,R
841.704000,00000309,8,09,9e,00,00,00,00,00,00,R
841.704210,00000170,8,81,00,00,00,00,00,00,00,R
841.709634,00000309,8,09,98,00,00,00,00,00,00,R
841.709856,0000017c,8,2c,8f,00,00,00,00,00,00,R
841.710066,0000014a,8,00,00,00,77,4b,91,85,82,R
841.710276,00000170,8,6f,00,00,00,00,00,00,00,R
841.715423,00000202,8,00,cd,00,00,00,00,00,00,R
841.715643,00000309,8,09,9d,00,00,00,00,00,00,R
841.715854,0000014a,8,00,00,00,77,50,89,06,9c,R
841.716069,0000017c,8,28,46,00,00,00,00,00,00,R
841.716276,00000170,8,0b,00,00,00,00,00,00,00,R
841.721602,0000014a,8,00,00,00,77,4a,0a,83,66,R
841.721827,0000017c,8,2d,37,00,00,00,00,00,00,R
841.722038,00000309,8,09,98,00,00,00,00,00,00,R
841.722247,00000170,8,6d,00,00,00,00,00,00,00,R
841.727488,00000170,8,53,00,00,00,00,00,00,00,R
841.727708,00000309,8,09,9c,00,00,00,00,00,00,R
841.727921,0000014a,8,00,00,00,77,4d,a0,ee,d6,R
841.728139,0000017c,8,28,a2,00,00,00,00,00,00,R
841.733952,0000017c,8,2d,46,00,00,00,00,00,00,R
841.734183,00000309,8,09,98,00,00,00,00,00,00,R
841.734399,00000170,8,6c,00,00,00,00,00,00,00,R
841.734636,0000014a,8,00,00,00,77,48,33,c7,46,R
841.739655,0000014a,8,00,00,00,77,4c,9a,28,18,R
841.739880,0000017c,8,28,6a,00,00,00,00,00,00,R
841.740093,00000170,8,54,00,00,00,00,00,00,00,R
841.740305,00000309,8,09,9d,00,00,00,00,00,00,R
841.745742,0000014a,8,00,00,00,77,46,cb,bc,ae,R
841.745957,00000309,8,09,98,00,00,00,00,00,00,R
841.746175,0000017c,8,2c,c6,00,00,00,00,00,00,R
841.746385,00000170,8,92,00,00,00,00,00,00,00,R
841.751674,00000309,8,09,9d,00,00,00,00,00,00,R
841.751890,0000014a,8,00,00,00,77,47,79,c4,e6,R
841.752110,0000017c,8,27,aa,00,00,00,00,00,00,R
841.752317,00000170,8,21,00,00,00,00,00,00,00,R
841.757506,00000309,8,09,99,00,00,00,00,00,00,R
841.757717,00000170,8,9e,00,00,00,00,00,00,00,R
841.757929,0000014a,8,00,00,00,77,49,16,67,cc,R
841.758147,0000017c,8,2b,c9,00,00,00,00,00,00,R
841.763361,00000309,8,09,9f,00,00,00,00,00,00,R
841.763587,0000017c,8,26,79,00,00,00,00,00,00,R
841.763797,0000014a,8,00,00,00,77,43,fd,18,3e,R
841.764006,00000170,8,3a,00,00,00,00,00,00,00,R
841.769481,00000309,8,09,9b,00,00,00,00,00,00,R
841.769695,0000014a,8,00,00,00,77,48,2f,5d,08,R
841.769905,00000170,8,4a,00,00,00,00,00,00,00,R
841.770123,0000017c,8,2a,67,00,00,00,00,00,00,R
841.775646,00000170,8,24,00,00,00,00,00,00,00,R
841.775870,00000309,8,09,a0,00,00,00,00,00,00,R
841.776081,0000014a,8,00,00,00,77,42,bd,94,5c,R
841.776299,0000017c,8,24,f3,00,00,00,00,00,00,R
841.781703,00000309,8,09,9c,00,00,00,00,00,00,R
841.781914,0000014a,8,00,00,00,77,45,cb,8d,04,R
841.782121,00000170,8,8c,00,00,00,00,00,00,00,R
841.782336,0000017c,8,28,c0,00,00,00,00,00,00,R
841.787857,00000170,8,35,00,00,00,00,00,00,00,R
841.788085,00000309,8,09,a2,00,00,00,00,00,00,R
841.788297,0000014a,8,00,00,00,77,41,50,cc,80,R
841.788550,0000017c,8,23,36,00,00,00,00,00,00,R
841.793598,00000170,8,bf,00,00,00,00,00,00,00,R
841.793820,0000014a,8,00,00,00,77,44,2a,5d,f8,R
841.794042,0000017c,8,26,f4,00,00,00,00,00,00,R
841.794253,00000309,8,09,9e,00,00,00,00,00,00,R
841.799600,0000017c,8,21,65,00,00,00,00,00,00,R
841.799815,0000014a,8,00,00,00,77,40,06,6b,f8,R
841.800026,00000170,8,25,00,00,00,00,00,00,00,R
841.800237,00000309,8,09,a4,00,00,00,00,00,00,R
841.805744,0000014a,8,00,00,00,77,43,29,87,8a,R
841.805971,0000017c,8,25,23,00,00,00,00,00,00,R
841.806181,00000170,8,59,00,00,00,00,00,00,00,R
841.806392,00000309,8,09,a0,00,00,00,00,00,00,R
841.812012,00000170,8,9f,00,00,00,00,00,00,00,R
841.812231,0000014a,8,00,00,00,77,3f,88,87,42,R
841.812451,0000017c,8,1f,9f,00,00,00,00,00,00,R
841.812661,00000309,8,09,a5,00,00,00,00,00,00,R
841.818628,00000309,8,09,a1,00,00,00,00,00,00,R
841.818852,00000170,8,80,00,00,00,00,00,00,00,R
841.819076,0000014a,8,00,00,00,77,41,9e,31,ce,R
841.819310,0000017c,8,23,6c,00,00,00,00,00,00,R
841.824112,0000014a,8,00,00,00,77,3e,20,c3,18,R
841.824372,00000309,8,09,a7,00,00,00,00,00,00,R
841.824581,00000170,8,d9,00,00,00,00,00,00,00,R
841.824799,0000017c,8,1e,00,00,00,00,00,00,00,R
841.829654,00000170,8,9a,00,00,00,00,00,00,00,R
841.829879,00000309,8,09,a3,00,00,00,00,00,00,R
841.830099,0000017c,8,21,e8,00,00,00,00,00,00,R
841.830309,0000014a,8,00,00,00,77,40,5a,1f,72,R
841.835719,0000014a,8,00,00,00,77,3d,2d,98,bc,R
841.835933,00000170,8,ad,00,00,00,00,00,00,00,R
841.836147,00000309,8,09,a8,00,00,00,00,00,00,R
841.836363,0000017c,8,1c,a0,00,00,00,00,00,00,R
841.841615,0000014a,8,00,00,00,77,3f,31,b5,2c,R
841.841827,00000170,8,20,00,00,00,00,00,00,00,R
841.842041,00000309,8,09,a4,00,00,00,00,00,00,R
841.842260,0000017c,8,20,ae,00,00,00,00,00,00,R
841.847526,0000014a,8,00,00,00,77,3c,51,ae,08,R
841.847737,00000170,8,e1,00,00,00,00,00,00,00,R
841.847948,00000309,8,09,a9,00,00,00,00,00,00,R
841.848165,0000017c,8,1b,90,00,00,00,00,00,00,R
841.853550,00000170,8,1d,00,00,00,00,00,00,00,R
841.853785,0000014a,8,00,00,00,77,3e,ad,23,2a,R
841.854006,0000017c,8,1f,ca,00,00,00,00,00,00,R
841.854216,00000309,8,09,a5,00,00,00,00,00,00,R
841.859589,0000017c,8,1a,db,00,00,00,00,00,00,R
841.859805,0000014a,8,00,00,00,ee,74,41,01,42,R
841.860016,00000309,8,09,aa,00,00,00,00,00,00,R
841.860225,00000170,8,ec,00,00,00,00,00,00,00,R
841.865477,00000170,8,7d,00,00,00,00,00,00,00,R
841.865696,00000309,8,09,a5,00,00,00,00,00,00,R
841.865908,0000014a,8,00,00,00,9f,21,e1,1a,ec,R
841.866126,0000017c,8,1f,45,00,00,00,00,00,00,R
841.871612,0000014a,8,00,00,00,9e,74,ee,52,2c,R
841.871828,00000309,8,09,aa,00,00,00,00,00,00,R
841.872038,00000170,8,97,00,00,00,00,00,00,00,R
841.872258,0000017c,8,1a,db,00,00,00,00,00,00,R
841.877614,0000017c,8,1f,52,00,00,00,00,00,00,R
841.877836,00000170,8,de,00,00,00,00,00,00,00,R
841.878059,0000014a,8,00,00,00,9d,e4,60,cc,f2,R
841.878295,00000309,8,09,a5,00,00,00,00,00,00,R
841.883774,00000309,8,09,aa,00,00,00,00,00,00,R
841.883995,00000170,8,ce,00,00,00,00,00,00,00,R
841.884219,0000014a,8,00,00,00,9d,01,78,c1,a4,R
841.884465,0000017c,8,1a,fd,00,00,00,00,00,00,R
841.889789,00000309,8,09,a5,00,00,00,00,00,00,R
841.890012,0000017c,8,1f,ba,00,00,00,00,00,00,R
841.890221,00000170,8,43,00,00,00,00,00,00,00,R
841.890433,0000014a,8,00,00,00,9c,42,e6,01,62,R
841.895707,00000309,8,09,a9,00,00,00,00,00,00,R
841.895923,0000014a,8,00,00,00,9b,3c,ff,82,dc,R
841.896202,0000017c,8,1b,6f,00,00,00,00,00,00,R
841.896412,00000170,8,de,00,00,00,00,00,00,00,R
841.901745,0000017c,8,20,53,00,00,00,00,00,00,R
841.901965,0000014a,8,00,00,00,9a,62,8a,e6,76,R
841.902179,00000309,8,09,a4,00,00,00,00,00,00,R
841.902390,00000170,8,7b,00,00,00,00,00,00,00,R
841.907921,0000017c,8,1c,16,00,00,00,00,00,00,R
841.908149,00000309,8,09,a9,00,00,00,00,00,00,R
841.908371,0000014a,8,00,00,00,99,49,c6,55,96,R
841.908588,00000170,8,cf,00,00,00,00,00,00,00,R
841.913713,0000014a,8,00,00,00,98,5e,d8,24,4e,R
841.913938,0000017c,8,21,18,00,00,00,00,00,00,R
841.914147,00000170,8,c7,00,00,00,00,00,00,00,R
841.914358,00000309,8,09,a4,00,00,00,00,00,00,R
841.919550,00000170,8,ce,00,00,00,00,00,00,00,R
841.919775,00000309,8,09,a8,00,00,00,00,00,00,R
841.919988,0000014a,8,00,00,00,97,31,7b,90,00,R
841.920207,0000017c,8,1c,e7,00,00,00,00,00,00,R
841.925691,0000017c,8,21,fd,00,00,00,00,00,00,R
841.925908,0000014a,8,00,00,00,96,32,b5,96,60,R
841.926120,00000309,8,09,a3,00,00,00,00,00,00,R
841.926329,00000170,8,a4,00,00,00,00,00,00,00,R
841.931730,00000170,8,ca,00,00,00,00,00,00,00,R
841.931964,0000017c,8,1d,d3,00,00,00,00,00,00,R
841.932176,0000014a,8,00,00,00,95,05,cf,06,2e,R
841.932386,00000309,8,09,a7,00,00,00,00,00,00,R
841.937785,00000309,8,09,a2,00,00,00,00,00,00,R
841.938011,0000017c,8,22,f5,00,00,00,00,00,00,R
841.938249,00000170,8,37,00,00,00,00,00,00,00,R
841.938460,0000014a,8,00,00,00,94,07,94,05,16,R
841.943700,00000309,8,09,a6,00,00,00,00,00,00,R
841.943918,0000014a,8,00,00,00,92,e0,9c,18,2e,R
841.944138,0000017c,8,1e,cc,00,00,00,00,00,00,R
841.944348,00000170,8,07,00,00,00,00,00,00,00,R
841.950037,00000170,8,93,00,00,00,00,00,00,00,R
841.950268,0000017c,8,23,ef,00,00,00,00,00,00,R
841.950481,00000309,8,09,a1,00,00,00,00,00,00,R
841.950698,0000014a,8,00,00,00,91,e8,2c,a8,6e,R
841.955680,0000017c,8,1f,c1,00,00,00,00,00,00,R
841.955898,0000014a,8,00,00,00,90,cb,f5,5f,70,R
841.956109,00000170,8,fd,00,00,00,00,00,00,00,R
841.956320,00000309,8,09,a5,00,00,00,00,00,00,R
841.961531,00000309,8,09,a0,00,00,00,00,00,00,R
841.961746,0000014a,8,00,00,00,8f,dc,44,05,56,R
841.961955,00000202,8,00,b3,00,00,00,00,00,00,R
841.962162,00000170,8,f8,00,00,00,00,00,00,00,R
841.962380,0000017c,8,24,de,00,00,00,00,00,00,R
841.967595,0000017c,8,20,a4,00,00,00,00,00,00,R
841.967810,00000309,8,09,a4,00,00,00,00,00,00,R
841.968022,0000014a,8,00,00,00,8e,cd,35,5b,cc,R
841.968231,00000170,8,3e,00,00,00,00,00,00,00,R
841.973541,0000014a,8,00,00,00,8d,e9,0f,ef,e8,R
841.973756,00000309,8,09,9f,00,00,00,00,00,00,R
841.973966,00000170,8,77,00,00,00,00,00,00,00,R
841.974184,0000017c,8,25,b4,00,00,00,00,00,00,R
841.979494,00000309,8,09,a3,00,00,00,00,00,00,R
841.979707,0000014a,8,00,00,00,8c,e8,20,68,3e,R
841.979915,00000170,8,6d,00,00,00,00,00,00,00,R
841.980132,0000017c,8,21,69,00,00,00,00,00,00,R
841.985412,00000170,8,7b,00,00,00,00,00,00,00,R
841.985644,0000017c,8,26,67,00,00,00,00,00,00,R
841.985856,00000309,8,09,9e,00,00,00,00,00,00,R
841.986066,0000014a,8,00,00,00,8c,10,e6,ed,58,R
841.991563,00000170,8,1c,00,00,00,00,00,00,00,R
841.991781,00000309,8,09,a3,00,00,00,00,00,00,R
841.991998,0000017c,8,22,06,00,00,00,00,00,00,R
841.992208,0000014a,8,00,00,00,8b,20,f1,9e,22,R
841.997502,00000309,8,09,9e,00,00,00,00,00,00,R
841.997716,0000014a,8,00,00,00,8a,56,12,d9,d4,R
841.997925,00000170,8,f4,00,00,00,00,00,00,00,R
841.998142,0000017c,8,26,ed,00,00,00,00,00,00,R
842.003910,0000014a,8,00,00,00,89,75,f7,1f,f0,R
842.004132,00000170,8,07,00,00,00,00,00,00,00,R
842.004356,00000309,8,09,a2,00,00,00,00,00,00,R
842.004589,0000017c,8,22,74,00,00,00,00,00,00,R
842.009726,00000170,8,19,00,00,00,00,00,00,00,R
842.009961,0000017c,8,27,41,00,00,00,00,00,00,R
842.010173,00000309,8,09,9e,00,00,00,00,00,00,R
842.010383,0000014a,8,00,00,00,88,b8,c2,ed,ec,R
842.015644,00000170,8,8f,00,00,00,00,00,00,00,R
842.015879,00000309,8,09,a2,00,00,00,00,00,00,R
842.016102,0000014a,8,00,00,00,87,e9,08,d8,d0,R
842.016335,0000017c,8,22,af,00,00,00,00,00,00,R
842.021899,0000017c,8,27,61,00,00,00,00,00,00,R
842.022127,00000309,8,09,9e,00,00,00,00,00,00,R
842.022348,0000014a,8,00,00,00,87,39,39,4d,14,R
842.022564,00000170,8,7a,00,00,00,00,00,00,00,R
842.027553,00000170,8,46,00,00,00,00,00,00,00,R
842.027783,0000017c,8,22,b6,00,00,00,00,00,00,R
842.027996,00000309,8,09,a2,00,00,00,00,00,00,R
842.028205,0000014a,8,00,00,00,86,78,18,83,a6,R
842.033491,00000309,8,09,9e,00,00,00,00,00,00,R
842.033704,00000170,8,0a,00,00,00,00,00,00,00,R
842.033926,0000017c,8,27,4f,00,00,00,00,00,00,R
842.034137,0000014a,8,00,00,00,85,d5,7c,93,f6,R
842.039588,0000017c,8,22,8d,00,00,00,00,00,00,R
842.039802,0000014a,8,00,00,00,85,24,47,da,f8,R
842.040012,00000309,8,09,a2,00,00,00,00,00,00,R
842.040220,00000170,8,92,00,00,00,00,00,00,00,R
